regime,t,utility,guidance,stability,nondecomposable,p_selfish,p_direct_team,p_trigger_success,p_noise
ordinary_gradual,28.0,0.5386075949367088,0.75,0.8,0.25,0.16848101265822785,0.48037974683544304,0.17556962025316455,0.17556962025316455
ordinary_gradual,29.0,0.5417721518987342,0.75,0.8,0.25,0.16556962025316457,0.4886075949367089,0.1729113924050633,0.1729113924050633
ordinary_gradual,30.0,0.5449367088607595,0.75,0.8,0.25,0.16265822784810127,0.4968354430379747,0.17025316455696202,0.17025316455696202
ordinary_gradual,31.0,0.5481012658227848,0.75,0.8,0.25,0.15974683544303797,0.5050632911392405,0.16759493670886078,0.16759493670886078
ordinary_gradual,32.0,0.5512658227848102,0.75,0.8,0.25,0.1568354430379747,0.5132911392405064,0.1649367088607595,0.1649367088607595
ordinary_gradual,33.0,0.5544303797468355,0.75,0.8,0.25,0.1539240506329114,0.5215189873417722,0.16227848101265824,0.16227848101265824
ordinary_gradual,34.0,0.5575949367088607,0.75,0.8,0.25,0.15101265822784812,0.529746835443038,0.15962025316455697,0.15962025316455697
ordinary_gradual,35.0,0.5607594936708861,0.75,0.8,0.25,0.14810126582278482,0.5379746835443038,0.15696202531645573,0.15696202531645573
ordinary_gradual,36.0,0.5639240506329114,0.75,0.8,0.25,0.14518987341772152,0.5462025316455696,0.15430379746835443,0.15430379746835443
ordinary_gradual,37.0,0.5670886075949367,0.75,0.8,0.25,0.14227848101265822,0.5544303797468355,0.15164556962025316,0.15164556962025316
ordinary_gradual,38.0,0.5702531645569621,0.75,0.8,0.25,0.13936708860759495,0.5626582278481013,0.1489873417721519,0.1489873417721519
ordinary_gradual,39.0,0.5734177215189874,0.75,0.8,0.25,0.13645569620253165,0.5708860759493671,0.14632911392405065,0.14632911392405065
ordinary_gradual,40.0,0.5765822784810126,0.75,0.8,0.25,0.13354430379746834,0.5791139240506329,0.14367088607594936,0.14367088607594936
ordinary_gradual,41.0,0.579746835443038,0.75,0.8,0.25,0.13063291139240507,0.5873417721518988,0.14101265822784811,0.14101265822784811
ordinary_gradual,42.0,0.5829113924050633,0.75,0.8,0.25,0.1277215189873418,0.5955696202531645,0.13835443037974685,0.13835443037974685
ordinary_gradual,43.0,0.5860759493670886,0.75,0.8,0.25,0.12481012658227848,0.6037974683544304,0.13569620253164558,0.13569620253164558
ordinary_gradual,44.0,0.589240506329114,0.75,0.8,0.25,0.1218987341772152,0.6120253164556962,0.1330379746835443,0.1330379746835443
ordinary_gradual,45.0,0.5924050632911393,0.75,0.8,0.25,0.1189873417721519,0.6202531645569621,0.13037974683544304,0.13037974683544304
ordinary_gradual,46.0,0.5955696202531646,0.75,0.8,0.25,0.11607594936708861,0.6284810126582279,0.12772151898734177,0.12772151898734177
ordinary_gradual,47.0,0.5987341772151898,0.75,0.8,0.25,0.11316455696202533,0.6367088607594936,0.12506329113924053,0.12506329113924053
ordinary_gradual,48.0,0.6018987341772152,0.75,0.8,0.25,0.11025316455696202,0.6449367088607595,0.12240506329113923,0.12240506329113923
ordinary_gradual,49.0,0.6050632911392405,0.75,0.8,0.25,0.10734177215189875,0.6531645569620252,0.11974683544303798,0.11974683544303798
ordinary_gradual,50.0,0.6082278481012658,0.75,0.8,0.25,0.10443037974683544,0.6613924050632912,0.11708860759493671,0.11708860759493671
ordinary_gradual,51.0,0.6113924050632912,0.75,0.8,0.25,0.10151898734177216,0.669620253164557,0.11443037974683544,0.11443037974683544
ordinary_gradual,52.0,0.6145569620253164,0.75,0.8,0.25,0.09860759493670887,0.6778481012658227,0.11177215189873418,0.11177215189873418
ordinary_gradual,53.0,0.6177215189873417,0.75,0.8,0.25,0.09569620253164557,0.6860759493670886,0.10911392405063292,0.10911392405063292
ordinary_gradual,54.0,0.6208860759493671,0.75,0.8,0.25,0.0927848101265823,0.6943037974683545,0.10645569620253166,0.10645569620253166
ordinary_gradual,55.0,0.6240506329113924,0.75,0.8,0.25,0.08987341772151898,0.7025316455696202,0.10379746835443038,0.10379746835443038
ordinary_gradual,56.0,0.6272151898734177,0.75,0.8,0.25,0.0869620253164557,0.7107594936708861,0.10113924050632911,0.10113924050632911
ordinary_gradual,57.0,0.6303797468354431,0.75,0.8,0.25,0.08405063291139242,0.718987341772152,0.09848101265822785,0.09848101265822785
ordinary_gradual,58.0,0.6335443037974684,0.75,0.8,0.25,0.0811392405063291,0.7272151898734178,0.09582278481012657,0.09582278481012657
ordinary_gradual,59.0,0.6367088607594937,0.75,0.8,0.25,0.07822784810126583,0.7354430379746836,0.09316455696202532,0.09316455696202532
ordinary_gradual,60.0,0.6398734177215191,0.75,0.8,0.25,0.07531645569620252,0.7436708860759494,0.09050632911392403,0.09050632911392403
ordinary_gradual,61.0,0.6430379746835443,0.75,0.8,0.25,0.07240506329113924,0.7518987341772152,0.08784810126582279,0.08784810126582279
ordinary_gradual,62.0,0.6462025316455696,0.75,0.8,0.25,0.06949367088607596,0.7601265822784811,0.08518987341772152,0.08518987341772152
ordinary_gradual,63.0,0.649367088607595,0.75,0.8,0.25,0.06658227848101266,0.7683544303797469,0.08253164556962025,0.08253164556962025
ordinary_gradual,64.0,0.6525316455696203,0.75,0.8,0.25,0.06367088607594937,0.7765822784810127,0.07987341772151899,0.07987341772151899
ordinary_gradual,65.0,0.6556962025316456,0.75,0.8,0.25,0.06075949367088607,0.7848101265822786,0.07721518987341772,0.07721518987341772
ordinary_gradual,66.0,0.6588607594936708,0.75,0.8,0.25,0.05784810126582278,0.7930379746835443,0.07455696202531645,0.07455696202531645
ordinary_gradual,67.0,0.6620253164556962,0.75,0.8,0.25,0.054936708860759506,0.8012658227848101,0.0718987341772152,0.0718987341772152
ordinary_gradual,68.0,0.6651898734177215,0.75,0.8,0.25,0.05202531645569619,0.8094936708860759,0.06924050632911391,0.06924050632911391
ordinary_gradual,69.0,0.6683544303797468,0.75,0.8,0.25,0.04911392405063292,0.8177215189873417,0.06658227848101267,0.06658227848101267
ordinary_gradual,70.0,0.6715189873417722,0.75,0.8,0.25,0.04620253164556963,0.8259493670886076,0.0639240506329114,0.0639240506329114
ordinary_gradual,71.0,0.6746835443037975,0.75,0.8,0.25,0.04329113924050633,0.8341772151898734,0.061265822784810124,0.061265822784810124
ordinary_gradual,72.0,0.6778481012658228,0.75,0.8,0.25,0.04037974683544304,0.8424050632911393,0.05860759493670887,0.05860759493670887
ordinary_gradual,73.0,0.6810126582278482,0.75,0.8,0.25,0.03746835443037974,0.8506329113924052,0.055949367088607586,0.055949367088607586
ordinary_gradual,74.0,0.6841772151898734,0.75,0.8,0.25,0.034556962025316454,0.8588607594936709,0.05329113924050633,0.05329113924050633
ordinary_gradual,75.0,0.6873417721518987,0.75,0.8,0.25,0.03164556962025318,0.8670886075949367,0.050632911392405076,0.050632911392405076
ordinary_gradual,76.0,0.6905063291139241,0.75,0.8,0.25,0.02873417721518987,0.8753164556962025,0.047974683544303794,0.047974683544303794
ordinary_gradual,77.0,0.6936708860759494,0.75,0.8,0.25,0.02582278481012659,0.8835443037974684,0.04531645569620254,0.04531645569620254
ordinary_gradual,78.0,0.6968354430379747,0.75,0.8,0.25,0.02291139240506328,0.8917721518987343,0.042658227848101256,0.042658227848101256
ordinary_gradual,79.0,0.7,0.75,0.8,0.25,0.02,0.9,0.04,0.04
reward_shaped,0.0,0.55,0.95,0.95,0.2,0.25,0.25,0.25,0.25
reward_shaped,1.0,0.5537974683544304,0.95,0.95,0.2,0.2459240506329114,0.26151898734177215,0.24627848101265823,0.24627848101265823
reward_shaped,2.0,0.5575949367088608,0.95,0.95,0.2,0.2418481012658228,0.2730379746835443,0.24255696202531646,0.24255696202531646
reward_shaped,3.0,0.5613924050632911,0.95,0.95,0.2,0.23777215189873419,0.28455696202531644,0.2388354430379747,0.2388354430379747
reward_shaped,4.0,0.5651898734177215,0.95,0.95,0.2,0.23369620253164558,0.2960759493670886,0.23511392405063292,0.23511392405063292
reward_shaped,5.0,0.5689873417721519,0.95,0.95,0.2,0.22962025316455695,0.30759493670886073,0.23139240506329115,0.23139240506329115
reward_shaped,6.0,0.5727848101265823,0.95,0.95,0.2,0.22554430379746834,0.3191139240506329,0.22767088607594937,0.22767088607594937
reward_shaped,7.0,0.5765822784810127,0.95,0.95,0.2,0.22146835443037974,0.3306329113924051,0.2239493670886076,0.2239493670886076
reward_shaped,8.0,0.5803797468354431,0.95,0.95,0.2,0.21739240506329113,0.3421518987341772,0.22022784810126583,0.22022784810126583
reward_shaped,9.0,0.5841772151898734,0.95,0.95,0.2,0.21331645569620253,0.3536708860759494,0.21650632911392406,0.21650632911392406
reward_shaped,10.0,0.5879746835443038,0.95,0.95,0.2,0.20924050632911392,0.3651898734177215,0.21278481012658226,0.21278481012658226
reward_shaped,11.0,0.5917721518987342,0.95,0.95,0.2,0.20516455696202535,0.37670886075949367,0.20906329113924052,0.20906329113924052
reward_shaped,12.0,0.5955696202531646,0.95,0.95,0.2,0.2010886075949367,0.3882278481012658,0.20534177215189872,0.20534177215189872
reward_shaped,13.0,0.599367088607595,0.95,0.95,0.2,0.1970126582278481,0.39974683544303796,0.20162025316455695,0.20162025316455695
reward_shaped,14.0,0.6031645569620253,0.95,0.95,0.2,0.1929367088607595,0.41126582278481016,0.19789873417721518,0.19789873417721518
reward_shaped,15.0,0.6069620253164557,0.95,0.95,0.2,0.1888607594936709,0.42278481012658226,0.1941772151898734,0.1941772151898734
reward_shaped,16.0,0.6107594936708861,0.95,0.95,0.2,0.1847848101265823,0.4343037974683544,0.19045569620253167,0.19045569620253167
reward_shaped,17.0,0.6145569620253165,0.95,0.95,0.2,0.18070886075949366,0.44582278481012655,0.18673417721518987,0.18673417721518987
reward_shaped,18.0,0.6183544303797469,0.95,0.95,0.2,0.17663291139240508,0.45734177215189875,0.18301265822784812,0.18301265822784812
reward_shaped,19.0,0.6221518987341772,0.95,0.95,0.2,0.17255696202531645,0.46886075949367084,0.17929113924050633,0.17929113924050633
reward_shaped,20.0,0.6259493670886076,0.95,0.95,0.2,0.16848101265822785,0.48037974683544304,0.17556962025316455,0.17556962025316455
reward_shaped,21.0,0.629746835443038,0.95,0.95,0.2,0.16440506329113924,0.49189873417721514,0.17184810126582278,0.17184810126582278
reward_shaped,22.0,0.6335443037974684,0.95,0.95,0.2,0.16032911392405064,0.5034177215189873,0.168126582278481,0.168126582278481
reward_shaped,23.0,0.6373417721518988,0.95,0.95,0.2,0.15625316455696203,0.5149367088607595,0.16440506329113924,0.16440506329113924
reward_shaped,24.0,0.6411392405063292,0.95,0.95,0.2,0.15217721518987343,0.5264556962025317,0.16068354430379747,0.16068354430379747
reward_shaped,25.0,0.6449367088607596,0.95,0.95,0.2,0.14810126582278482,0.5379746835443038,0.15696202531645573,0.15696202531645573
reward_shaped,26.0,0.6487341772151899,0.95,0.95,0.2,0.1440253164556962,0.5494936708860759,0.15324050632911393,0.15324050632911393
reward_shaped,27.0,0.6525316455696203,0.95,0.95,0.2,0.1399493670886076,0.5610126582278481,0.14951898734177219,0.14951898734177219
reward_shaped,28.0,0.6563291139240507,0.95,0.95,0.2,0.13587341772151898,0.5725316455696203,0.1457974683544304,0.1457974683544304
reward_shaped,29.0,0.6601265822784811,0.95,0.95,0.2,0.1317974683544304,0.5840506329113924,0.14207594936708862,0.14207594936708862
reward_shaped,30.0,0.6639240506329114,0.95,0.95,0.2,0.1277215189873418,0.5955696202531645,0.13835443037974685,0.13835443037974685
reward_shaped,31.0,0.6677215189873418,0.95,0.95,0.2,0.12364556962025318,0.6070886075949367,0.13463291139240507,0.13463291139240507
reward_shaped,32.0,0.6715189873417722,0.95,0.95,0.2,0.11956962025316457,0.6186075949367088,0.1309113924050633,0.1309113924050633
reward_shaped,33.0,0.6753164556962026,0.95,0.95,0.2,0.11549367088607596,0.6301265822784811,0.12718987341772153,0.12718987341772153
reward_shaped,34.0,0.679113924050633,0.95,0.95,0.2,0.11141772151898735,0.6416455696202531,0.12346835443037975,0.12346835443037975
reward_shaped,35.0,0.6829113924050634,0.95,0.95,0.2,0.10734177215189875,0.6531645569620252,0.11974683544303798,0.11974683544303798
reward_shaped,36.0,0.6867088607594937,0.95,0.95,0.2,0.10326582278481014,0.6646835443037975,0.11602531645569622,0.11602531645569622
reward_shaped,37.0,0.6905063291139241,0.95,0.95,0.2,0.09918987341772154,0.6762025316455696,0.11230379746835445,0.11230379746835445
reward_shaped,38.0,0.6943037974683545,0.95,0.95,0.2,0.09511392405063293,0.6877215189873417,0.10858227848101268,0.10858227848101268
reward_shaped,39.0,0.6981012658227849,0.95,0.95,0.2,0.0910379746835443,0.6992405063291139,0.10486075949367088,0.10486075949367088
reward_shaped,40.0,0.7018987341772153,0.95,0.95,0.2,0.0869620253164557,0.7107594936708861,0.10113924050632911,0.10113924050632911
reward_shaped,41.0,0.7056962025316456,0.95,0.95,0.2,0.08288607594936709,0.7222784810126582,0.09741772151898734,0.09741772151898734
reward_shaped,42.0,0.709493670886076,0.95,0.95,0.2,0.07881012658227851,0.7337974683544303,0.0936962025316456,0.0936962025316456
reward_shaped,43.0,0.7132911392405064,0.95,0.95,0.2,0.07473417721518988,0.7453164556962025,0.08997468354430381,0.08997468354430381
reward_shaped,44.0,0.7170886075949368,0.95,0.95,0.2,0.07065822784810127,0.7568354430379747,0.08625316455696204,0.08625316455696204
reward_shaped,45.0,0.7208860759493672,0.95,0.95,0.2,0.06658227848101266,0.7683544303797469,0.08253164556962025,0.08253164556962025
reward_shaped,46.0,0.7246835443037976,0.95,0.95,0.2,0.06250632911392408,0.779873417721519,0.07881012658227851,0.07881012658227851
reward_shaped,47.0,0.7284810126582278,0.95,0.95,0.2,0.05843037974683547,0.791392405063291,0.07508860759493674,0.07508860759493674
reward_shaped,48.0,0.7322784810126582,0.95,0.95,0.2,0.05435443037974684,0.8029113924050633,0.07136708860759494,0.07136708860759494
reward_shaped,49.0,0.7360759493670886,0.95,0.95,0.2,0.050278481012658235,0.8144303797468355,0.06764556962025317,0.06764556962025317
reward_shaped,50.0,0.739873417721519,0.95,0.95,0.2,0.04620253164556963,0.8259493670886076,0.0639240506329114,0.0639240506329114
reward_shaped,51.0,0.7436708860759494,0.95,0.95,0.2,0.042126582278481026,0.8374683544303797,0.060202531645569636,0.060202531645569636
reward_shaped,52.0,0.7474683544303797,0.95,0.95,0.2,0.03805063291139242,0.8489873417721518,0.056481012658227865,0.056481012658227865
reward_shaped,53.0,0.7512658227848101,0.95,0.95,0.2,0.0339746835443038,0.8605063291139241,0.05275949367088608,0.05275949367088608
reward_shaped,54.0,0.7550632911392405,0.95,0.95,0.2,0.029898734177215218,0.8720253164556961,0.04903797468354433,0.04903797468354433
reward_shaped,55.0,0.7588607594936709,0.95,0.95,0.2,0.02582278481012659,0.8835443037974684,0.04531645569620254,0.04531645569620254
reward_shaped,56.0,0.7626582278481013,0.95,0.95,0.2,0.021746835443037984,0.8950632911392405,0.04159493670886077,0.04159493670886077
reward_shaped,57.0,0.7664556962025317,0.95,0.95,0.2,0.02,0.9,0.04,0.04
reward_shaped,58.0,0.7702531645569621,0.95,0.95,0.2,0.02,0.9,0.04,0.04
reward_shaped,59.0,0.7740506329113924,0.95,0.95,0.2,0.02,0.9,0.04,0.04
reward_shaped,60.0,0.7778481012658228,0.95,0.95,0.2,0.02,0.9,0.04,0.04
reward_shaped,61.0,0.7816455696202532,0.95,0.95,0.2,0.02,0.9,0.04,0.04
reward_shaped,62.0,0.7854430379746835,0.95,0.95,0.2,0.02,0.9,0.04,0.04
reward_shaped,63.0,0.7892405063291139,0.95,0.95,0.2,0.02,0.9,0.04,0.04
reward_shaped,64.0,0.7930379746835443,0.95,0.95,0.2,0.02,0.9,0.04,0.04
reward_shaped,65.0,0.7968354430379747,0.95,0.95,0.2,0.02,0.9,0.04,0.04
reward_shaped,66.0,0.8006329113924051,0.95,0.95,0.2,0.02,0.9,0.04,0.04
reward_shaped,67.0,0.8044303797468355,0.95,0.95,0.2,0.02,0.9,0.04,0.04
reward_shaped,68.0,0.8082278481012659,0.95,0.95,0.2,0.02,0.9,0.04,0.04
reward_shaped,69.0,0.8120253164556963,0.95,0.95,0.2,0.02,0.9,0.04,0.04
reward_shaped,70.0,0.8158227848101266,0.95,0.95,0.2,0.02,0.9,0.04,0.04
reward_shaped,71.0,0.819620253164557,0.95,0.95,0.2,0.02,0.9,0.04,0.04
reward_shaped,72.0,0.8234177215189873,0.95,0.95,0.2,0.02,0.9,0.04,0.04
reward_shaped,73.0,0.8272151898734177,0.95,0.95,0.2,0.02,0.9,0.04,0.04
reward_shaped,74.0,0.8310126582278481,0.95,0.95,0.2,0.02,0.9,0.04,0.04
reward_shaped,75.0,0.8348101265822785,0.95,0.95,0.2,0.02,0.9,0.04,0.04
reward_shaped,76.0,0.8386075949367089,0.95,0.95,0.2,0.02,0.9,0.04,0.04
reward_shaped,77.0,0.8424050632911393,0.95,0.95,0.2,0.02,0.9,0.04,0.04
reward_shaped,78.0,0.8462025316455697,0.95,0.95,0.2,0.02,0.9,0.04,0.04
reward_shaped,79.0,0.8500000000000001,0.95,0.95,0.2,0.02,0.9,0.04,0.04
collapse_emergence,0.0,0.3500000002070963,0.1,0.93,0.85,0.24999999991716146,0.2499999999359884,0.25000000022968866,0.24999999991716146
collapse_emergence,1.0,0.35000000032253836,0.1,0.93,0.85,0.24999999987098467,0.24999999990030633,0.2500000003577244,0.24999999987098467
collapse_emergence,2.0,0.3500000005023314,0.1,0.93,0.85,0.24999999979906742,0.24999999984473392,0.2500000005571312,0.24999999979906742
collapse_emergence,3.0,0.3500000007823467,0.1,0.93,0.85,0.2499999996870613,0.24999999975818374,0.25000000086769364,0.2499999996870613
collapse_emergence,4.0,0.35000000121845143,0.1,0.93,0.85,0.24999999951261942,0.24999999962338773,0.2500000013513734,0.24999999951261942
collapse_emergence,5.0,0.35000000189765457,0.1,0.93,0.85,0.24999999924093816,0.24999999941345222,0.2500000021046715,0.24999999924093816
collapse_emergence,6.0,0.35000000295546696,0.1,0.93,0.85,0.2499999988178132,0.249999999086492,0.2500000032778816,0.2499999988178132
collapse_emergence,7.0,0.3500000046029373,0.1,0.93,0.85,0.24999999815882507,0.24999999857727392,0.250000005105076,0.24999999815882507
collapse_emergence,8.0,0.35000000716875945,0.1,0.93,0.85,0.2499999971324962,0.24999999778420162,0.25000000795080596,0.2499999971324962
collapse_emergence,9.0,0.3500000111648515,0.1,0.93,0.85,0.24999999553405938,0.24999999654904587,0.2500000123828353,0.24999999553405938
collapse_emergence,10.0,0.350000017388491,0.1,0.93,0.85,0.2499999930446036,0.2499999946253755,0.2500000192854173,0.2499999930446036
collapse_emergence,11.0,0.3500000270813827,0.1,0.93,0.85,0.2499999891674469,0.24999999162939077,0.2500000300357154,0.2499999891674469
collapse_emergence,12.0,0.3500000421773967,0.1,0.93,0.85,0.2499999831290413,0.24999998696335007,0.2500000467785673,0.2499999831290413
collapse_emergence,13.0,0.3500000656884025,0.1,0.93,0.85,0.249999973724639,0.24999997969631194,0.25000007285441,0.249999973724639
collapse_emergence,14.0,0.3500001023051788,0.1,0.93,0.85,0.24999995907792846,0.24999996837839927,0.2500001134657438,0.24999995907792846
collapse_emergence,15.0,0.35000015933328915,0.1,0.93,0.85,0.24999993626668432,0.24999995075152878,0.25000017671510255,0.24999993626668432
collapse_emergence,16.0,0.3500002481506397,0.1,0.93,0.85,0.24999990073974412,0.24999992329889317,0.2500002752216186,0.24999990073974412
collapse_emergence,17.0,0.3500003864775199,0.1,0.93,0.85,0.24999984540899203,0.24999988054331201,0.2500004286387039,0.24999984540899203
collapse_emergence,18.0,0.3500006019120186,0.1,0.93,0.85,0.24999975923519258,0.249999813954467,0.2500006675751479,0.24999975923519258
collapse_emergence,19.0,0.35000093743615174,0.1,0.93,0.85,0.2499996250255393,0.24999971024700762,0.2500010397019138,0.2499996250255393
collapse_emergence,20.0,0.35000145999118254,0.1,0.93,0.85,0.249999416003527,0.2499995487299981,0.2500016192629479,0.249999416003527
collapse_emergence,21.0,0.350002273832858,0.1,0.93,0.85,0.2499990904668568,0.2499992971789348,0.2500025218873516,0.2499990904668568
collapse_emergence,22.0,0.35000354133070344,0.1,0.93,0.85,0.2499985834677186,0.24999890540687347,0.25000392765768925,0.2499985834677186
collapse_emergence,23.0,0.3500055153601095,0.1,0.93,0.85,0.2499977938559562,0.24999829525232978,0.25000611703575787,0.2499977938559562
collapse_emergence,24.0,0.3500085897474214,0.1,0.93,0.85,0.24999656410103144,0.24999734498716064,0.2500095268107765,0.24999656410103144
collapse_emergence,25.0,0.35001337782654174,0.1,0.93,0.85,0.2499946488693833,0.24999586503543256,0.25001483722580087,0.2499946488693833
collapse_emergence,26.0,0.35002083476564916,0.1,0.93,0.85,0.24999166609374035,0.2499935601633448,0.2500231076491745,0.24999166609374035
collapse_emergence,27.0,0.3500324480346392,0.1,0.93,0.85,0.24998702078614435,0.24998997060747516,0.2500359878202362,0.24998702078614435
collapse_emergence,28.0,0.35005053392860513,0.1,0.93,0.85,0.24997978642855792,0.2499843804220675,0.25005604672081666,0.24997978642855792
collapse_emergence,29.0,0.3500786991003143,0.1,0.93,0.85,0.24996852035987427,0.24997567482353922,0.2500872844567123,0.24996852035987427
collapse_emergence,30.0,0.35012255868039466,0.1,0.93,0.85,0.24995097652784212,0.24996211822605982,0.2501359287182559,0.24995097652784212
collapse_emergence,31.0,0.3501908530397799,0.1,0.93,0.85,0.24992365878408804,0.24994100906043165,0.25021167337139233,0.24992365878408804
collapse_emergence,32.0,0.3502971830468265,0.1,0.93,0.85,0.24988112678126936,0.24990814342188997,0.2503296030155713,0.24988112678126936
collapse_emergence,33.0,0.3504627028658994,0.1,0.93,0.85,0.2498149188536402,0.24985698275054016,0.2505131795421794,0.2498149188536402
collapse_emergence,34.0,0.35072029022391343,0.1,0.93,0.85,0.2497118839104346,0.24977736483988128,0.2507988673392495,0.2497118839104346
collapse_emergence,35.0,0.3511209843227961,0.1,0.93,0.85,0.24955160627088155,0.2496535139365903,0.2512432735216466,0.24955160627088155
collapse_emergence,36.0,0.35174387499851834,0.1,0.93,0.85,0.24930245000059265,0.24946098409136705,0.25193411590744763,0.24930245000059265
collapse_emergence,37.0,0.3527111739817273,0.1,0.93,0.85,0.24891553040730907,0.2491620007692843,0.25300693841609756,0.24891553040730907
collapse_emergence,38.0,0.35421089696543634,0.1,0.93,0.85,0.24831564121382546,0.24869845002886512,0.254670267543484,0.24831564121382546
collapse_emergence,39.0,0.35653031344664016,0.1,0.93,0.85,0.24738787462134393,0.2479815394801294,0.25724271127718273,0.24738787462134393
collapse_emergence,40.0,0.36010364424089514,0.1,0.93,0.85,0.24595854230364195,0.24687705541645058,0.26120585997626555,0.24595854230364195
collapse_emergence,41.0,0.3655762304356028,0.1,0.93,0.85,0.24376950782575887,0.24518552877445005,0.2672754555740322,0.24376950782575887
collapse_emergence,42.0,0.3738818954107111,0.1,0.93,0.85,0.24044724183571556,0.2426183232366893,0.2764871930918796,0.24044724183571556
collapse_emergence,43.0,0.38631541614815224,0.1,0.93,0.85,0.2354738335407391,0.23877523500875295,0.29027709790976886,0.2354738335407391
collapse_emergence,44.0,0.4045509638471452,0.1,0.93,0.85,0.2281796144611419,0.23313879299270057,0.31050197808501556,0.2281796144611419
collapse_emergence,45.0,0.43050824475797633,0.1,0.93,0.85,0.21779670209680949,0.22511563343844368,0.33929096236793743,0.21779670209680949
collapse_emergence,46.0,0.46592689711702473,0.1,0.93,0.85,0.2036292411531901,0.21416804998201053,0.37857346771160927,0.2036292411531901
collapse_emergence,47.0,0.5115653556981298,0.1,0.93,0.85,0.1853738577207481,0.20006161732966898,0.4291906672288348,0.1853738577207481
collapse_emergence,48.0,0.566221111451861,0.1,0.93,0.85,0.16351155541925558,0.1831680200966975,0.4898088690647914,0.16351155541925558
